Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
6393,US-2014-006393,18-12-2014,20-12-2014,Same Day,C-0200,Customer_200,Consumer,United States,Ohio,East,Technology,Accessories,27078.24,14,0,6492.66
6394,US-2014-006394,01-06-2014,04-06-2014,Standard Class,C-0080,Customer_80,Corporate,United States,Virginia,East,Office Supplies,Binders,769.34,12,0.2,82.72
6395,US-2015-006395,28-01-2015,02-02-2015,Same Day,C-0086,Customer_86,Corporate,United States,Indiana,Central,Office Supplies,Paper,609.18,13,0.4,-99.15
6396,US-2014-006396,08-01-2014,11-01-2014,Same Day,C-0005,Customer_5,Corporate,United States,Nevada,West,Technology,Phones,438.26,1,0,102.56
6397,US-2017-006397,13-09-2017,15-09-2017,Standard Class,C-0130,Customer_130,Home Office,United States,Nevada,West,Office Supplies,Labels,561.44,4,0,177.39
6398,US-2017-006398,25-02-2017,02-03-2017,Second Class,C-0006,Customer_6,Consumer,United States,Utah,West,Furniture,Tables,1115.15,2,0.1,-54.85
6399,US-2015-006399,03-05-2015,09-05-2015,Same Day,C-0070,Customer_70,Home Office,United States,Mississippi,South,Technology,Accessories,1247.61,2,0.3,-159.59
6400,US-2017-006400,01-07-2017,07-07-2017,Second Class,C-0038,Customer_38,Home Office,United States,Tennessee,South,Office Supplies,Appliances,1304.04,12,0,462.44
6401,US-2014-006401,23-07-2014,24-07-2014,Same Day,C-0011,Customer_11,Home Office,United States,Texas,Central,Technology,Machines,1368.1,1,0.2,96.84
6402,US-2017-006402,12-10-2017,18-10-2017,Second Class,C-0174,Customer_174,Home Office,United States,Arizona,West,Technology,Machines,1385.76,12,0,437.29
6403,US-2014-006403,30-07-2014,31-07-2014,Standard Class,C-0104,Customer_104,Consumer,United States,New Jersey,East,Furniture,Tables,7657.9,10,0,594.81
6404,US-2014-006404,13-10-2014,15-10-2014,Second Class,C-0182,Customer_182,Corporate,United States,Minnesota,Central,Office Supplies,Labels,336.97,7,0.3,-24.79
6405,US-2017-006405,11-08-2017,17-08-2017,First Class,C-0124,Customer_124,Consumer,United States,Utah,West,Office Supplies,Paper,98.96,1,0,28.23
6406,US-2014-006406,22-03-2014,27-03-2014,First Class,C-0200,Customer_200,Consumer,United States,Washington,West,Furniture,Bookcases,2315.57,5,0.3,-552.36
6407,US-2016-006407,30-04-2016,01-05-2016,Standard Class,C-0171,Customer_171,Consumer,United States,Utah,West,Furniture,Tables,643.23,7,0.1,-1.65
6408,US-2014-006408,05-03-2014,09-03-2014,Second Class,C-0183,Customer_183,Home Office,United States,Minnesota,Central,Furniture,Tables,916.16,8,0.3,-205.44
6409,US-2016-006409,05-04-2016,07-04-2016,Standard Class,C-0067,Customer_67,Home Office,United States,North Carolina,East,Office Supplies,Art,1325.92,8,0,386.07
6410,US-2014-006410,22-10-2014,27-10-2014,First Class,C-0140,Customer_140,Home Office,United States,North Carolina,East,Technology,Phones,12757.08,14,0,3155.22
6411,US-2014-006411,07-10-2014,09-10-2014,First Class,C-0174,Customer_174,Home Office,United States,Illinois,Central,Furniture,Furnishings,2066.82,14,0,315.04
6412,US-2014-006412,05-06-2014,06-06-2014,Standard Class,C-0037,Customer_37,Consumer,United States,Georgia,South,Furniture,Bookcases,1569.87,5,0.4,-621.49
6413,US-2016-006413,15-06-2016,19-06-2016,Same Day,C-0098,Customer_98,Corporate,United States,Alabama,South,Furniture,Bookcases,533.95,1,0.1,7.06
6414,US-2015-006414,11-09-2015,13-09-2015,Standard Class,C-0125,Customer_125,Corporate,United States,California,West,Furniture,Tables,451.5,1,0,59.47
6415,US-2015-006415,25-05-2015,31-05-2015,Standard Class,C-0052,Customer_52,Corporate,United States,Louisiana,South,Office Supplies,Storage,860.37,7,0,269.46
6416,US-2015-006416,21-08-2015,27-08-2015,First Class,C-0039,Customer_39,Corporate,United States,Massachusetts,East,Furniture,Furnishings,1037.32,2,0,158.39
6417,US-2014-006417,29-10-2014,01-11-2014,Same Day,C-0180,Customer_180,Consumer,United States,New Jersey,East,Furniture,Chairs,8400.08,13,0,1127.41
6418,US-2016-006418,14-02-2016,18-02-2016,First Class,C-0177,Customer_177,Home Office,United States,Massachusetts,East,Office Supplies,Envelopes,1149.59,13,0,360.17
6419,US-2016-006419,26-08-2016,02-09-2016,Same Day,C-0011,Customer_11,Home Office,United States,New Jersey,East,Technology,Accessories,6803.68,12,0.1,1260.41
6420,US-2015-006420,04-10-2015,08-10-2015,Same Day,C-0047,Customer_47,Corporate,United States,Louisiana,South,Furniture,Bookcases,738.56,4,0.3,-164.85
6421,US-2016-006421,01-10-2016,07-10-2016,Same Day,C-0013,Customer_13,Home Office,United States,Florida,South,Technology,Accessories,2872.58,9,0.4,-470.12
6422,US-2015-006422,26-04-2015,30-04-2015,Second Class,C-0173,Customer_173,Consumer,United States,Mississippi,South,Office Supplies,Binders,434.82,11,0.3,-37.12
6423,US-2014-006423,21-11-2014,22-11-2014,Same Day,C-0094,Customer_94,Home Office,United States,Colorado,West,Technology,Machines,1875.28,11,0,590.51
6424,US-2014-006424,31-03-2014,07-04-2014,Standard Class,C-0127,Customer_127,Consumer,United States,Virginia,East,Furniture,Tables,1764.93,3,0,130.34
6425,US-2014-006425,27-02-2014,05-03-2014,Standard Class,C-0125,Customer_125,Corporate,United States,California,West,Furniture,Chairs,1757.9,3,0.2,-143.87
6426,US-2017-006426,13-03-2017,18-03-2017,First Class,C-0140,Customer_140,Home Office,United States,Nevada,West,Furniture,Chairs,1248.58,6,0.3,-308.49
6427,US-2016-006427,26-02-2016,28-02-2016,Standard Class,C-0143,Customer_143,Consumer,United States,California,West,Technology,Phones,10922.6,10,0,3326.84
6428,US-2015-006428,09-07-2015,15-07-2015,Same Day,C-0116,Customer_116,Home Office,United States,Arizona,West,Office Supplies,Supplies,348.54,3,0.1,85.86
6429,US-2014-006429,09-05-2014,13-05-2014,First Class,C-0183,Customer_183,Home Office,United States,Minnesota,Central,Furniture,Bookcases,253.03,2,0.1,9.36
6430,US-2015-006430,13-07-2015,15-07-2015,Standard Class,C-0051,Customer_51,Home Office,United States,Arizona,West,Furniture,Chairs,3517.28,13,0,329.07
6431,US-2014-006431,02-05-2014,09-05-2014,Standard Class,C-0193,Customer_193,Home Office,United States,Massachusetts,East,Office Supplies,Envelopes,115.66,1,0,41.78
6432,US-2017-006432,05-07-2017,09-07-2017,Same Day,C-0153,Customer_153,Corporate,United States,Colorado,West,Technology,Machines,5412.64,4,0,1599.39
6433,US-2017-006433,29-08-2017,31-08-2017,Same Day,C-0077,Customer_77,Corporate,United States,Oregon,West,Office Supplies,Art,192.94,1,0,56.08
6434,US-2017-006434,14-07-2017,18-07-2017,Standard Class,C-0034,Customer_34,Home Office,United States,Florida,South,Office Supplies,Storage,424.48,8,0,131.4
6435,US-2017-006435,01-06-2017,07-06-2017,Same Day,C-0062,Customer_62,Home Office,United States,Texas,Central,Technology,Copiers,400.18,7,0.3,-51.46
6436,US-2015-006436,21-11-2015,24-11-2015,Second Class,C-0111,Customer_111,Corporate,United States,Mississippi,South,Technology,Phones,1693.34,12,0.2,80.21
6437,US-2017-006437,30-08-2017,05-09-2017,Same Day,C-0069,Customer_69,Consumer,United States,Oregon,West,Office Supplies,Binders,151.96,2,0,53.04
6438,US-2017-006438,05-09-2017,07-09-2017,Second Class,C-0144,Customer_144,Consumer,United States,New Jersey,East,Technology,Copiers,4234.98,6,0,1350.21
6439,US-2017-006439,20-07-2017,27-07-2017,Standard Class,C-0159,Customer_159,Consumer,United States,Florida,South,Furniture,Bookcases,3755.23,9,0.2,-475.46
6440,US-2017-006440,07-04-2017,13-04-2017,Standard Class,C-0060,Customer_60,Home Office,United States,Arizona,West,Furniture,Chairs,5898.82,12,0.2,-956.7
6441,US-2015-006441,24-05-2015,28-05-2015,Second Class,C-0032,Customer_32,Consumer,United States,Pennsylvania,East,Technology,Accessories,2718.32,5,0.2,118
6442,US-2015-006442,12-06-2015,15-06-2015,First Class,C-0049,Customer_49,Corporate,United States,Washington,West,Technology,Copiers,10923.5,14,0,2955.06
6443,US-2014-006443,20-11-2014,26-11-2014,Same Day,C-0107,Customer_107,Consumer,United States,Ohio,East,Technology,Machines,1464.1,9,0.4,-276.39
6444,US-2017-006444,14-07-2017,18-07-2017,First Class,C-0078,Customer_78,Corporate,United States,Virginia,East,Office Supplies,Storage,212.58,10,0.1,50.7
6445,US-2014-006445,13-10-2014,16-10-2014,Same Day,C-0109,Customer_109,Consumer,United States,Florida,South,Technology,Phones,2394.56,14,0,717.43
6446,US-2014-006446,18-05-2014,21-05-2014,Same Day,C-0038,Customer_38,Home Office,United States,Pennsylvania,East,Furniture,Furnishings,793.43,1,0,103.84
6447,US-2015-006447,09-01-2015,16-01-2015,Standard Class,C-0005,Customer_5,Corporate,United States,Texas,Central,Office Supplies,Storage,1148.3,11,0.1,223.43
6448,US-2014-006448,15-01-2014,21-01-2014,First Class,C-0108,Customer_108,Consumer,United States,Missouri,Central,Furniture,Furnishings,4446.24,12,0.2,-719.37
6449,US-2016-006449,23-04-2016,25-04-2016,First Class,C-0037,Customer_37,Consumer,United States,New York,East,Furniture,Furnishings,5587.19,7,0,469.72
6450,US-2014-006450,25-12-2014,29-12-2014,Standard Class,C-0035,Customer_35,Corporate,United States,Virginia,East,Office Supplies,Storage,1472.93,13,0.3,-106.19
6451,US-2015-006451,11-08-2015,15-08-2015,Same Day,C-0170,Customer_170,Corporate,United States,Nevada,West,Furniture,Furnishings,2711.7,9,0,304.32
6452,US-2017-006452,06-08-2017,09-08-2017,First Class,C-0071,Customer_71,Consumer,United States,North Carolina,East,Office Supplies,Storage,658.14,12,0.3,-14.1
6453,US-2016-006453,10-07-2016,17-07-2016,Second Class,C-0011,Customer_11,Home Office,United States,Arkansas,South,Office Supplies,Paper,232.5,10,0,65.67
6454,US-2016-006454,05-12-2016,10-12-2016,First Class,C-0157,Customer_157,Corporate,United States,Washington,West,Technology,Machines,2375.6,2,0,639.23
6455,US-2014-006455,05-07-2014,12-07-2014,Second Class,C-0097,Customer_97,Consumer,United States,Illinois,Central,Office Supplies,Art,765.36,12,0,208.75
6456,US-2014-006456,20-09-2014,21-09-2014,Second Class,C-0131,Customer_131,Corporate,United States,New Jersey,East,Technology,Machines,17210.34,9,0,4244.28
6457,US-2015-006457,06-04-2015,07-04-2015,Standard Class,C-0017,Customer_17,Consumer,United States,Texas,Central,Furniture,Tables,3796.47,6,0.1,120.62
6458,US-2015-006458,12-06-2015,19-06-2015,Second Class,C-0162,Customer_162,Consumer,United States,Virginia,East,Office Supplies,Storage,286.47,2,0.1,47.95
6459,US-2015-006459,27-09-2015,29-09-2015,Second Class,C-0081,Customer_81,Consumer,United States,New York,East,Technology,Machines,4247.35,9,0.2,-9.96
6460,US-2017-006460,02-01-2017,06-01-2017,First Class,C-0171,Customer_171,Consumer,United States,Nevada,West,Office Supplies,Art,79.84,4,0,26.12
6461,US-2015-006461,01-01-2015,05-01-2015,Second Class,C-0116,Customer_116,Home Office,United States,Nevada,West,Furniture,Bookcases,706.6,1,0,53.15
6462,US-2016-006462,06-05-2016,12-05-2016,Second Class,C-0144,Customer_144,Consumer,United States,Wisconsin,Central,Furniture,Chairs,1831.68,3,0,177.98
6463,US-2014-006463,29-06-2014,06-07-2014,Same Day,C-0045,Customer_45,Consumer,United States,Arizona,West,Office Supplies,Storage,1008.19,9,0.3,-43.92
6464,US-2016-006464,22-01-2016,28-01-2016,Standard Class,C-0027,Customer_27,Home Office,United States,Louisiana,South,Office Supplies,Envelopes,805.6,8,0,292.86
6465,US-2017-006465,09-08-2017,10-08-2017,First Class,C-0111,Customer_111,Corporate,United States,New York,East,Furniture,Bookcases,2204.09,7,0,215.9
6466,US-2017-006466,30-10-2017,03-11-2017,Standard Class,C-0013,Customer_13,Home Office,United States,Florida,South,Technology,Copiers,1287.37,7,0,354.97
6467,US-2015-006467,15-06-2015,17-06-2015,Standard Class,C-0157,Customer_157,Corporate,United States,Colorado,West,Office Supplies,Fasteners,1375.38,12,0.1,219.23
6468,US-2015-006468,26-07-2015,02-08-2015,Second Class,C-0152,Customer_152,Corporate,United States,Arizona,West,Office Supplies,Binders,1918.84,11,0,628.71
6469,US-2017-006469,16-10-2017,19-10-2017,Second Class,C-0014,Customer_14,Consumer,United States,Pennsylvania,East,Technology,Machines,5443.44,3,0,1685.98
6470,US-2016-006470,14-04-2016,21-04-2016,Same Day,C-0103,Customer_103,Home Office,United States,Virginia,East,Office Supplies,Binders,381.03,13,0,120.53
6471,US-2014-006471,03-05-2014,10-05-2014,Same Day,C-0006,Customer_6,Consumer,United States,Texas,Central,Office Supplies,Paper,219.38,4,0.4,-36.49
6472,US-2015-006472,10-11-2015,14-11-2015,Second Class,C-0122,Customer_122,Home Office,United States,New Jersey,East,Technology,Machines,1335.2,10,0,394.3
6473,US-2016-006473,27-02-2016,02-03-2016,Second Class,C-0081,Customer_81,Consumer,United States,Massachusetts,East,Technology,Copiers,8633.42,11,0.2,60.71
6474,US-2015-006474,27-01-2015,30-01-2015,Second Class,C-0183,Customer_183,Home Office,United States,Arkansas,South,Technology,Copiers,710.12,2,0,188.88
6475,US-2014-006475,24-12-2014,29-12-2014,Second Class,C-0008,Customer_8,Consumer,United States,Texas,Central,Office Supplies,Binders,1573.06,12,0.2,197.25
6476,US-2015-006476,25-01-2015,28-01-2015,Standard Class,C-0022,Customer_22,Home Office,United States,Colorado,West,Technology,Phones,6891.41,8,0.1,797.11
6477,US-2015-006477,01-12-2015,08-12-2015,Second Class,C-0015,Customer_15,Home Office,United States,Pennsylvania,East,Office Supplies,Labels,879.93,9,0,317.84
6478,US-2015-006478,27-05-2015,30-05-2015,First Class,C-0169,Customer_169,Corporate,United States,North Carolina,East,Furniture,Bookcases,3303.87,14,0.3,-753.32
6479,US-2014-006479,19-01-2014,21-01-2014,Same Day,C-0050,Customer_50,Corporate,United States,Massachusetts,East,Office Supplies,Storage,324.96,4,0,116.01
6480,US-2015-006480,10-11-2015,11-11-2015,Standard Class,C-0123,Customer_123,Corporate,United States,Alabama,South,Technology,Phones,17152.02,12,0.1,3388.94
6481,US-2016-006481,20-04-2016,21-04-2016,First Class,C-0110,Customer_110,Corporate,United States,Utah,West,Office Supplies,Paper,2020.44,12,0,598.91
6482,US-2015-006482,31-03-2015,01-04-2015,Standard Class,C-0094,Customer_94,Home Office,United States,Michigan,Central,Furniture,Bookcases,449.74,1,0.4,-145.44
6483,US-2015-006483,10-01-2015,14-01-2015,First Class,C-0181,Customer_181,Home Office,United States,Louisiana,South,Furniture,Bookcases,6004,8,0,777.73
6484,US-2017-006484,23-10-2017,27-10-2017,First Class,C-0090,Customer_90,Consumer,United States,Oregon,West,Technology,Phones,5038.5,4,0.2,235.55
6485,US-2017-006485,03-02-2017,09-02-2017,Same Day,C-0003,Customer_3,Consumer,United States,Oregon,West,Technology,Machines,26240.76,14,0,8283.24
6486,US-2016-006486,09-01-2016,12-01-2016,First Class,C-0044,Customer_44,Corporate,United States,Arkansas,South,Furniture,Tables,6177.82,14,0.3,-1674.63
6487,US-2014-006487,11-10-2014,13-10-2014,Standard Class,C-0039,Customer_39,Corporate,United States,Minnesota,Central,Furniture,Chairs,3230.82,9,0.4,-1091.69
6488,US-2017-006488,14-06-2017,18-06-2017,Standard Class,C-0149,Customer_149,Corporate,United States,Colorado,West,Furniture,Tables,5722.42,12,0.4,-2284.93
6489,US-2014-006489,26-08-2014,29-08-2014,Second Class,C-0064,Customer_64,Corporate,United States,Colorado,West,Office Supplies,Labels,1535.82,11,0,549.35
6490,US-2017-006490,01-07-2017,07-07-2017,Standard Class,C-0114,Customer_114,Consumer,United States,California,West,Furniture,Bookcases,1729.5,10,0,145.36
6491,US-2017-006491,24-04-2017,30-04-2017,Same Day,C-0025,Customer_25,Home Office,United States,Massachusetts,East,Technology,Phones,20204.4,12,0,6026.95
6492,US-2016-006492,28-04-2016,03-05-2016,Second Class,C-0160,Customer_160,Home Office,United States,Oregon,West,Technology,Phones,8217.69,13,0,2348.04
6493,US-2015-006493,13-07-2015,19-07-2015,Same Day,C-0037,Customer_37,Consumer,United States,Virginia,East,Office Supplies,Envelopes,690.65,8,0.3,-14.17
6494,US-2017-006494,09-02-2017,11-02-2017,Standard Class,C-0197,Customer_197,Consumer,United States,New York,East,Office Supplies,Envelopes,1180.67,11,0.1,193.19
6495,US-2016-006495,16-11-2016,22-11-2016,First Class,C-0183,Customer_183,Home Office,United States,New York,East,Technology,Copiers,11443.04,14,0,3203.59
6496,US-2015-006496,26-01-2015,01-02-2015,First Class,C-0170,Customer_170,Corporate,United States,Oregon,West,Furniture,Furnishings,6185.79,9,0,493.09
6497,US-2015-006497,05-10-2015,10-10-2015,Same Day,C-0094,Customer_94,Home Office,United States,Washington,West,Furniture,Tables,1986.56,8,0,328.39
6498,US-2017-006498,03-01-2017,04-01-2017,First Class,C-0031,Customer_31,Corporate,United States,Washington,West,Technology,Accessories,1411.55,7,0,350.86
6499,US-2017-006499,21-12-2017,24-12-2017,Same Day,C-0186,Customer_186,Consumer,United States,Mississippi,South,Technology,Phones,1030.19,1,0.4,-217.76
6500,US-2014-006500,30-09-2014,03-10-2014,Standard Class,C-0077,Customer_77,Corporate,United States,Tennessee,South,Technology,Copiers,16915.16,13,0.1,2916.27
6501,US-2017-006501,12-01-2017,19-01-2017,First Class,C-0125,Customer_125,Corporate,United States,New York,East,Office Supplies,Storage,131.35,9,0.3,1.17
6502,US-2014-006502,29-11-2014,03-12-2014,First Class,C-0028,Customer_28,Home Office,United States,New Jersey,East,Technology,Machines,836.35,12,0.1,172.12
6503,US-2014-006503,14-03-2014,17-03-2014,Standard Class,C-0022,Customer_22,Home Office,United States,Tennessee,South,Technology,Accessories,20445.87,13,0.1,2760.02
6504,US-2017-006504,09-08-2017,14-08-2017,Standard Class,C-0050,Customer_50,Corporate,United States,Washington,West,Furniture,Tables,6732.3,11,0.1,54.83
6505,US-2014-006505,18-06-2014,20-06-2014,Standard Class,C-0160,Customer_160,Home Office,United States,Wisconsin,Central,Technology,Phones,3575.23,8,0.1,425.47
6506,US-2014-006506,13-08-2014,18-08-2014,Same Day,C-0181,Customer_181,Home Office,United States,Wisconsin,Central,Furniture,Furnishings,6899.4,10,0.1,325.31
6507,US-2016-006507,17-02-2016,21-02-2016,Standard Class,C-0098,Customer_98,Corporate,United States,New York,East,Technology,Copiers,7515.82,13,0,2138.76
6508,US-2014-006508,26-03-2014,27-03-2014,Same Day,C-0094,Customer_94,Home Office,United States,New Jersey,East,Office Supplies,Envelopes,448.13,4,0.4,-53.29
6509,US-2014-006509,24-06-2014,01-07-2014,First Class,C-0116,Customer_116,Home Office,United States,Georgia,South,Technology,Accessories,2180.22,2,0.3,-89.48
6510,US-2015-006510,25-03-2015,26-03-2015,Same Day,C-0104,Customer_104,Consumer,United States,Louisiana,South,Technology,Copiers,3572.24,8,0,1024.32
6511,US-2016-006511,26-09-2016,01-10-2016,Same Day,C-0067,Customer_67,Home Office,United States,Utah,West,Technology,Copiers,2758.92,12,0,867.44
6512,US-2014-006512,20-09-2014,21-09-2014,Same Day,C-0139,Customer_139,Consumer,United States,Oregon,West,Furniture,Chairs,272.52,2,0,41.34
6513,US-2015-006513,30-06-2015,05-07-2015,Same Day,C-0004,Customer_4,Home Office,United States,Tennessee,South,Technology,Machines,1583.49,8,0.2,42.28
6514,US-2017-006514,10-02-2017,17-02-2017,Standard Class,C-0191,Customer_191,Home Office,United States,Wisconsin,Central,Technology,Copiers,3599.86,12,0.1,578.13
6515,US-2017-006515,25-04-2017,29-04-2017,Second Class,C-0176,Customer_176,Corporate,United States,Nevada,West,Office Supplies,Binders,503.67,7,0.3,-31.93
6516,US-2017-006516,19-12-2017,26-12-2017,Same Day,C-0021,Customer_21,Consumer,United States,California,West,Office Supplies,Paper,397.88,2,0,110.06
6517,US-2015-006517,08-10-2015,12-10-2015,First Class,C-0039,Customer_39,Corporate,United States,Colorado,West,Furniture,Furnishings,1804.5,4,0.1,36.6
6518,US-2015-006518,13-04-2015,20-04-2015,Second Class,C-0184,Customer_184,Home Office,United States,Tennessee,South,Office Supplies,Envelopes,745.24,7,0.3,7.11
6519,US-2015-006519,10-03-2015,11-03-2015,Standard Class,C-0107,Customer_107,Consumer,United States,Colorado,West,Furniture,Furnishings,2970.24,5,0.2,-403.86
6520,US-2015-006520,06-05-2015,09-05-2015,Standard Class,C-0158,Customer_158,Home Office,United States,Colorado,West,Office Supplies,Labels,137.66,8,0.1,30.94
6521,US-2015-006521,16-06-2015,20-06-2015,First Class,C-0125,Customer_125,Corporate,United States,Colorado,West,Furniture,Furnishings,2997.24,9,0.1,-34.8
6522,US-2016-006522,31-03-2016,04-04-2016,Same Day,C-0059,Customer_59,Consumer,United States,Florida,South,Technology,Phones,1774.5,13,0,532.66
6523,US-2015-006523,19-02-2015,25-02-2015,First Class,C-0078,Customer_78,Corporate,United States,North Carolina,East,Furniture,Chairs,4436.46,14,0.1,-198.71
6524,US-2017-006524,09-02-2017,10-02-2017,Standard Class,C-0134,Customer_134,Corporate,United States,Minnesota,Central,Technology,Copiers,5342.19,7,0.4,-890.61
6525,US-2015-006525,22-03-2015,28-03-2015,Second Class,C-0053,Customer_53,Consumer,United States,New York,East,Office Supplies,Supplies,269.29,7,0,81.39
6526,US-2014-006526,12-11-2014,14-11-2014,Same Day,C-0162,Customer_162,Consumer,United States,New Jersey,East,Furniture,Tables,779.56,1,0,75.94
6527,US-2016-006527,09-02-2016,15-02-2016,Second Class,C-0047,Customer_47,Corporate,United States,New Jersey,East,Furniture,Chairs,4742.21,8,0.1,229.7
6528,US-2014-006528,23-10-2014,25-10-2014,Standard Class,C-0124,Customer_124,Consumer,United States,Wisconsin,Central,Office Supplies,Storage,1035.76,8,0,357.3
6529,US-2016-006529,10-07-2016,13-07-2016,Standard Class,C-0190,Customer_190,Home Office,United States,New York,East,Technology,Copiers,6439.62,6,0,1686.03
6530,US-2016-006530,11-10-2016,17-10-2016,First Class,C-0006,Customer_6,Consumer,United States,Colorado,West,Office Supplies,Appliances,307.69,14,0.1,66.34
6531,US-2016-006531,04-10-2016,08-10-2016,First Class,C-0005,Customer_5,Corporate,United States,Alabama,South,Furniture,Bookcases,1917.12,5,0.2,-159.98
6532,US-2017-006532,13-03-2017,17-03-2017,First Class,C-0078,Customer_78,Corporate,United States,New York,East,Office Supplies,Binders,460.03,3,0.1,71.84
6533,US-2015-006533,25-10-2015,26-10-2015,Standard Class,C-0103,Customer_103,Home Office,United States,Washington,West,Furniture,Bookcases,9065.28,12,0,680.3
6534,US-2017-006534,28-12-2017,01-01-2018,Same Day,C-0039,Customer_39,Corporate,United States,Washington,West,Furniture,Bookcases,5101.8,10,0,425.7
6535,US-2016-006535,07-08-2016,14-08-2016,Standard Class,C-0184,Customer_184,Home Office,United States,Oregon,West,Office Supplies,Binders,805.01,14,0.1,124.17
6536,US-2016-006536,22-02-2016,23-02-2016,First Class,C-0093,Customer_93,Consumer,United States,Indiana,Central,Office Supplies,Appliances,697.37,7,0.2,88.35
6537,US-2017-006537,24-10-2017,28-10-2017,Same Day,C-0020,Customer_20,Consumer,United States,Mississippi,South,Office Supplies,Art,983.58,13,0,274.44
6538,US-2016-006538,21-09-2016,22-09-2016,First Class,C-0131,Customer_131,Corporate,United States,Mississippi,South,Furniture,Furnishings,1234.39,5,0.1,-52.95
6539,US-2017-006539,19-05-2017,20-05-2017,First Class,C-0169,Customer_169,Corporate,United States,Ohio,East,Technology,Accessories,1102.7,1,0,298.59
6540,US-2015-006540,13-10-2015,19-10-2015,First Class,C-0195,Customer_195,Corporate,United States,Wisconsin,Central,Office Supplies,Art,1088.12,11,0,344.6
6541,US-2017-006541,14-12-2017,15-12-2017,Second Class,C-0153,Customer_153,Corporate,United States,New York,East,Technology,Accessories,8545.01,6,0.1,1226.2
6542,US-2014-006542,02-09-2014,04-09-2014,Same Day,C-0161,Customer_161,Home Office,United States,Georgia,South,Technology,Machines,5852.98,7,0,1730.76
6543,US-2017-006543,10-06-2017,11-06-2017,Second Class,C-0101,Customer_101,Home Office,United States,Ohio,East,Furniture,Chairs,3286.87,9,0.2,-536.21
6544,US-2014-006544,01-03-2014,02-03-2014,First Class,C-0031,Customer_31,Corporate,United States,Mississippi,South,Office Supplies,Paper,31.65,1,0.1,5.03
6545,US-2016-006545,07-08-2016,13-08-2016,Same Day,C-0066,Customer_66,Consumer,United States,Alabama,South,Office Supplies,Paper,1567.46,11,0.2,57.15
6546,US-2016-006546,24-08-2016,28-08-2016,First Class,C-0035,Customer_35,Corporate,United States,Oregon,West,Office Supplies,Appliances,749.28,12,0.3,-65.83
6547,US-2017-006547,02-07-2017,08-07-2017,First Class,C-0007,Customer_7,Consumer,United States,Louisiana,South,Office Supplies,Labels,237.69,3,0,85.02
6548,US-2016-006548,27-02-2016,01-03-2016,Standard Class,C-0129,Customer_129,Home Office,United States,Mississippi,South,Furniture,Bookcases,2708.72,14,0,397.18
6549,US-2015-006549,13-09-2015,16-09-2015,Same Day,C-0043,Customer_43,Consumer,United States,Washington,West,Technology,Phones,3439.52,4,0,851.36
6550,US-2015-006550,06-11-2015,13-11-2015,Second Class,C-0140,Customer_140,Home Office,United States,Oregon,West,Furniture,Furnishings,3954.5,14,0.2,-370.55
6551,US-2016-006551,08-12-2016,14-12-2016,First Class,C-0089,Customer_89,Home Office,United States,California,West,Furniture,Tables,3476.2,5,0,515.05
6552,US-2014-006552,30-06-2014,06-07-2014,Standard Class,C-0009,Customer_9,Home Office,United States,Colorado,West,Office Supplies,Appliances,75.38,7,0.2,9.56
6553,US-2017-006553,29-07-2017,02-08-2017,Standard Class,C-0064,Customer_64,Corporate,United States,Colorado,West,Office Supplies,Fasteners,318.04,4,0,89.12
6554,US-2017-006554,09-07-2017,15-07-2017,Second Class,C-0053,Customer_53,Consumer,United States,Florida,South,Furniture,Bookcases,776.03,2,0.4,-270.09
6555,US-2014-006555,11-04-2014,17-04-2014,Same Day,C-0200,Customer_200,Consumer,United States,Louisiana,South,Furniture,Chairs,5451.76,8,0,886.24
6556,US-2017-006556,14-11-2017,16-11-2017,First Class,C-0085,Customer_85,Home Office,United States,Massachusetts,East,Furniture,Tables,1994.66,8,0.3,-409.41
6557,US-2016-006557,24-07-2016,29-07-2016,First Class,C-0189,Customer_189,Consumer,United States,Texas,Central,Furniture,Bookcases,4023.06,10,0.4,-1382.49
6558,US-2014-006558,01-03-2014,06-03-2014,First Class,C-0031,Customer_31,Corporate,United States,Oregon,West,Office Supplies,Appliances,754.26,10,0.4,-131.37
6559,US-2014-006559,02-10-2014,08-10-2014,First Class,C-0033,Customer_33,Corporate,United States,Washington,West,Furniture,Furnishings,1366.32,12,0,145.4
6560,US-2015-006560,10-04-2015,11-04-2015,Second Class,C-0120,Customer_120,Corporate,United States,Nevada,West,Technology,Accessories,2975.21,5,0.3,-262.14
6561,US-2016-006561,01-07-2016,07-07-2016,Standard Class,C-0142,Customer_142,Consumer,United States,Indiana,Central,Office Supplies,Appliances,1317.26,7,0,422.57
6562,US-2016-006562,20-08-2016,26-08-2016,Second Class,C-0170,Customer_170,Corporate,United States,Louisiana,South,Technology,Phones,11226.96,10,0.1,1427.06
6563,US-2015-006563,30-11-2015,07-12-2015,Same Day,C-0087,Customer_87,Home Office,United States,Nevada,West,Furniture,Chairs,753.37,1,0,127.19
6564,US-2014-006564,19-04-2014,21-04-2014,First Class,C-0113,Customer_113,Consumer,United States,Texas,Central,Technology,Phones,11312.9,14,0.2,265.35
6565,US-2017-006565,28-04-2017,01-05-2017,Second Class,C-0057,Customer_57,Consumer,United States,New Jersey,East,Office Supplies,Labels,1101.21,11,0,303.81
